"Time (EpSec)","Azimuth (deg)","Elevation (deg)","Range (km)"
264.200,90.46983123,12.79576529,1022.667627
264.400,90.46928057,12.78064701,1023.937461
264.600,90.46873183,12.76554912,1025.207285
264.800,90.46818501,12.75047156,1026.477097
265.000,90.46764010,12.73541425,1027.746899
265.200,90.46709708,12.72037710,1029.016690
265.400,90.46655597,12.70536006,1030.286469
265.600,90.46601673,12.69036305,1031.556238
265.800,90.46547938,12.67538598,1032.825996
266.000,90.46494390,12.66042880,1034.095742
266.200,90.46441029,12.64549142,1035.365477
266.400,90.46387853,12.63057377,1036.635201
266.600,90.46334862,12.61567579,1037.904913
266.800,90.46282056,12.60079740,1039.174614
267.000,90.46229433,12.58593852,1040.444304
267.200,90.46176994,12.57109910,1041.713982
267.400,90.46124736,12.55627904,1042.983648
267.600,90.46072660,12.54147830,1044.253302
267.800,90.46020765,12.52669679,1045.522945
268.000,90.45969050,12.51193445,1046.792576
268.200,90.45917515,12.49719121,1048.062195
268.400,90.45866158,12.48246699,1049.331802
268.600,90.45814980,12.46776174,1050.601397
268.800,90.45763979,12.45307537,1051.870979
269.000,90.45713154,12.43840784,1053.140550
269.200,90.45662506,12.42375905,1054.410108
269.400,90.45612033,12.40912896,1055.679654
269.600,90.45561735,12.39451748,1056.949188
269.800,90.45511611,12.37992456,1058.218710
270.000,90.45461661,12.36535013,1059.488218
270.200,90.45411884,12.35079413,1060.757715
270.400,90.45362278,12.33625648,1062.027198
270.600,90.45312844,12.32173712,1063.296670
270.800,90.45263581,12.30723598,1064.566128
271.000,90.45214489,12.29275301,1065.835574
271.200,90.45165565,12.27828814,1067.105006
271.400,90.45116811,12.26384129,1068.374426
271.600,90.45068225,12.24941242,1069.643833
271.800,90.45019807,12.23500145,1070.913227
272.000,90.44971556,12.22060833,1072.182608
272.200,90.44923472,12.20623298,1073.451976
272.400,90.44875553,12.19187535,1074.721330
272.600,90.44827800,12.17753538,1075.990672
272.800,90.44780211,12.16321299,1077.260000
273.000,90.44732786,12.14890814,1078.529314
273.200,90.44685525,12.13462076,1079.798616
273.400,90.44638426,12.12035078,1081.067903
273.600,90.44591490,12.10609815,1082.337178
273.800,90.44544715,12.09186280,1083.606439
274.000,90.44498102,12.07764469,1084.875686
274.200,90.44451649,12.06344373,1086.144919
274.400,90.44405355,12.04925989,1087.414139
274.600,90.44359221,12.03509308,1088.683345
274.800,90.44313246,12.02094327,1089.952537
275.000,90.44267429,12.00681038,1091.221715
275.200,90.44221769,11.99269437,1092.490879
275.400,90.44176266,11.97859516,1093.760030
275.600,90.44130920,11.96451271,1095.029166
275.800,90.44085730,11.95044695,1096.298288
276.000,90.44040694,11.93639783,1097.567396
276.200,90.43995814,11.92236530,1098.836490
276.400,90.43951088,11.90834928,1100.105569
276.600,90.43906515,11.89434973,1101.374634
276.800,90.43862095,11.88036659,1102.643685
277.000,90.43817828,11.86639980,1103.912722
277.200,90.43773712,11.85244931,1105.181744
277.400,90.43729748,11.83851506,1106.450751
277.600,90.43685935,11.82459700,1107.719744
277.800,90.43642272,11.81069507,1108.988722
278.000,90.43598759,11.79680922,1110.257686
278.200,90.43555396,11.78293938,1111.526635
278.400,90.43512180,11.76908552,1112.795569
278.600,90.43469114,11.75524756,1114.064488
278.800,90.43426194,11.74142547,1115.333393
279.000,90.43383422,11.72761918,1116.602283
279.200,90.43340796,11.71382864,1117.871157
279.400,90.43298317,11.70005380,1119.140017
279.600,90.43255983,11.68629460,1120.408862
279.800,90.43213794,11.67255100,1121.677691
280.000,90.43171749,11.65882293,1122.946506
280.200,90.43129849,11.64511035,1124.215305
280.400,90.43088092,11.63141321,1125.484089
280.600,90.43046478,11.61773145,1126.752857
280.800,90.43005007,11.60406503,1128.021611
281.000,90.42963677,11.59041388,1129.290349
281.200,90.42922489,11.57677796,1130.559072
281.400,90.42881442,11.56315722,1131.827779
281.600,90.42840536,11.54955161,1133.096470
281.800,90.42799769,11.53596108,1134.365147
282.000,90.42759143,11.52238557,1135.633807
282.200,90.42718655,11.50882504,1136.902452
282.400,90.42678305,11.49527944,1138.171081
282.600,90.42638094,11.48174872,1139.439695
282.800,90.42598020,11.46823282,1140.708293
283.000,90.42558084,11.45473171,1141.976875
283.200,90.42518284,11.44124532,1143.245441
283.400,90.42478620,11.42777362,1144.513991
283.600,90.42439092,11.41431655,1145.782525
283.800,90.42399699,11.40087406,1147.051044
284.000,90.42360441,11.38744611,1148.319546
284.200,90.42321317,11.37403265,1149.588032
284.400,90.42282327,11.36063364,1150.856502
284.600,90.42243470,11.34724901,1152.124956
284.800,90.42204746,11.33387874,1153.393394
285.000,90.42166155,11.32052276,1154.661816
285.200,90.42127696,11.30718104,1155.930221
285.400,90.42089368,11.29385352,1157.198610
285.600,90.42051171,11.28054016,1158.466983
285.800,90.42013105,11.26724092,1159.735339
286.000,90.41975169,11.25395575,1161.003679
286.200,90.41937363,11.24068460,1162.272002
286.400,90.41899686,11.22742742,1163.540309
286.600,90.41862138,11.21418418,1164.808599
286.800,90.41824719,11.20095483,1166.076873
287.000,90.41787427,11.18773931,1167.345130
287.200,90.41750263,11.17453760,1168.613371
287.400,90.41713226,11.16134963,1169.881594
287.600,90.41676316,11.14817537,1171.149801
287.800,90.41639532,11.13501478,1172.417992
288.000,90.41602874,11.12186781,1173.686165
288.200,90.41566341,11.10873441,1174.954322
288.400,90.41529934,11.09561454,1176.222461
288.600,90.41493650,11.08250816,1177.490584
288.800,90.41457491,11.06941523,1178.758690
289.000,90.41421456,11.05633570,1180.026779
289.200,90.41385544,11.04326953,1181.294850
289.400,90.41349755,11.03021668,1182.562905
289.600,90.41314089,11.01717710,1183.830943
289.800,90.41278544,11.00415076,1185.098963
290.000,90.41243121,10.99113760,1186.366966
290.200,90.41207820,10.97813759,1187.634952
290.400,90.41172639,10.96515069,1188.902921
290.600,90.41137579,10.95217686,1190.170872
290.800,90.41102639,10.93921604,1191.438807
291.000,90.41067819,10.92626821,1192.706723
291.200,90.41033117,10.91333332,1193.974623
291.400,90.40998535,10.90041133,1195.242505
291.600,90.40964071,10.88750220,1196.510369
291.800,90.40929725,10.87460589,1197.778216
292.000,90.40895497,10.86172236,1199.046046
292.200,90.40861386,10.84885156,1200.313857
292.400,90.40827393,10.83599346,1201.581652
292.600,90.40793515,10.82314803,1202.849428
292.800,90.40759754,10.81031521,1204.117187
293.000,90.40726109,10.79749497,1205.384929
293.200,90.40692579,10.78468727,1206.652652
293.400,90.40659164,10.77189207,1207.920358
293.600,90.40625863,10.75910933,1209.188046
293.800,90.40592677,10.74633902,1210.455716
294.000,90.40559605,10.73358109,1211.723368
294.200,90.40526646,10.72083550,1212.991003
294.400,90.40493801,10.70810222,1214.258619
294.600,90.40461068,10.69538121,1215.526217
294.800,90.40428447,10.68267244,1216.793798
295.000,90.40395939,10.66997585,1218.061360
295.200,90.40363542,10.65729142,1219.328905
295.400,90.40331257,10.64461911,1220.596431
295.600,90.40299083,10.63195888,1221.863939
295.800,90.40267019,10.61931069,1223.131429
296.000,90.40235065,10.60667451,1224.398901
296.200,90.40203222,10.59405030,1225.666355
296.400,90.40171487,10.58143802,1226.933790
296.600,90.40139862,10.56883763,1228.201207
296.800,90.40108346,10.55624910,1229.468606
297.000,90.40076939,10.54367240,1230.735986
297.200,90.40045639,10.53110748,1232.003349
297.400,90.40014447,10.51855432,1233.270692
297.600,90.39983363,10.50601287,1234.538018
297.800,90.39952386,10.49348309,1235.805324
298.000,90.39921515,10.48096497,1237.072613
298.200,90.39890751,10.46845844,1238.339882
298.400,90.39860093,10.45596349,1239.607134
298.600,90.39829541,10.44348008,1240.874366
298.800,90.39799094,10.43100817,1242.141581
299.000,90.39768752,10.41854773,1243.408776
299.200,90.39738515,10.40609872,1244.675953
299.400,90.39708382,10.39366111,1245.943111
299.600,90.39678353,10.38123486,1247.210250
299.800,90.39648428,10.36881995,1248.477371
300.000,90.39618607,10.35641632,1249.744473
300.200,90.39588888,10.34402396,1251.011556
300.400,90.39559272,10.33164283,1252.278620
300.600,90.39529759,10.31927289,1253.545666
300.800,90.39500348,10.30691410,1254.812692
301.000,90.39471038,10.29456645,1256.079700
301.200,90.39441830,10.28222989,1257.346689
301.400,90.39412724,10.26990439,1258.613659
301.600,90.39383718,10.25758991,1259.880609
301.800,90.39354812,10.24528643,1261.147541
302.000,90.39326007,10.23299391,1262.414454
302.200,90.39297301,10.22071232,1263.681347
302.400,90.39268695,10.20844162,1264.948222
302.600,90.39240189,10.19618179,1266.215077
302.800,90.39211781,10.18393279,1267.481914
303.000,90.39183472,10.17169459,1268.748731
303.200,90.39155261,10.15946715,1270.015529
303.400,90.39127149,10.14725045,1271.282307
303.600,90.39099134,10.13504445,1272.549067
303.800,90.39071216,10.12284913,1273.815807
304.000,90.39043396,10.11066444,1275.082528
304.200,90.39015672,10.09849036,1276.349229
304.400,90.38988045,10.08632686,1277.615911
304.600,90.38960514,10.07417391,1278.882574
304.800,90.38933079,10.06203147,1280.149218
305.000,90.38905740,10.04989952,1281.415842
305.200,90.38878496,10.03777802,1282.682446
305.400,90.38851347,10.02566694,1283.949031
305.600,90.38824293,10.01356625,1285.215597
305.800,90.38797333,10.00147593,1286.482143
306.000,90.38770467,9.98939594,1287.748669
306.200,90.38743695,9.97732625,1289.015176
306.400,90.38717017,9.96526683,1290.281664
306.600,90.38690432,9.95321765,1291.548131
306.800,90.38663941,9.94117869,1292.814579
307.000,90.38637541,9.92914991,1294.081008
307.200,90.38611235,9.91713128,1295.347417
307.400,90.38585020,9.90512277,1296.613806
307.600,90.38558898,9.89312435,1297.880175
307.800,90.38532867,9.88113600,1299.146524
308.000,90.38506927,9.86915769,1300.412854
308.200,90.38481078,9.85718938,1301.679164
308.400,90.38455321,9.84523105,1302.945454
308.600,90.38429653,9.83328267,1304.211724
308.800,90.38404076,9.82134421,1305.477975
309.000,90.38378589,9.80941564,1306.744205
309.200,90.38353192,9.79749693,1308.010416
309.400,90.38327883,9.78558805,1309.276607
309.600,90.38302665,9.77368899,1310.542777
309.800,90.38277535,9.76179970,1311.808928
310.000,90.38252493,9.74992016,1313.075059
310.200,90.38227540,9.73805035,1314.341170
310.400,90.38202675,9.72619022,1315.607260
310.600,90.38177898,9.71433977,1316.873331
310.800,90.38153208,9.70249895,1318.139381
311.000,90.38128606,9.69066775,1319.405412
311.200,90.38104091,9.67884613,1320.671422
311.400,90.38079662,9.66703407,1321.937412
311.600,90.38055320,9.65523154,1323.203382
311.800,90.38031064,9.64343851,1324.469332
312.000,90.38006894,9.63165496,1325.735261
312.200,90.37982810,9.61988086,1327.001171
312.400,90.37958812,9.60811618,1328.267060
312.600,90.37934898,9.59636089,1329.532929
312.800,90.37911070,9.58461498,1330.798777
313.000,90.37887326,9.57287840,1332.064605
313.200,90.37863667,9.56115115,1333.330413
313.400,90.37840092,9.54943318,1334.596201
313.600,90.37816601,9.53772448,1335.861968
313.800,90.37793194,9.52602502,1337.127714
314.000,90.37769870,9.51433477,1338.393441
314.200,90.37746630,9.50265371,1339.659147
314.400,90.37723472,9.49098180,1340.924832
314.600,90.37700398,9.47931903,1342.190497
314.800,90.37677405,9.46766538,1343.456141
315.000,90.37654495,9.45602080,1344.721765
315.200,90.37631667,9.44438529,1345.987369
315.400,90.37608921,9.43275880,1347.252952
315.600,90.37586257,9.42114133,1348.518514
315.800,90.37563673,9.40953284,1349.784056
316.000,90.37541171,9.39793331,1351.049577
316.200,90.37518749,9.38634271,1352.315078
316.400,90.37496409,9.37476102,1353.580557
316.600,90.37474148,9.36318821,1354.846017
316.800,90.37451968,9.35162427,1356.111455
317.000,90.37429867,9.34006915,1357.376873
317.200,90.37407847,9.32852285,1358.642270
317.400,90.37385905,9.31698534,1359.907647
317.600,90.37364043,9.30545658,1361.173002
317.800,90.37342260,9.29393657,1362.438337
318.000,90.37320555,9.28242527,1363.703651
318.200,90.37298929,9.27092265,1364.968944
318.400,90.37277382,9.25942871,1366.234217
318.600,90.37255912,9.24794340,1367.499469
318.800,90.37234520,9.23646672,1368.764699
319.000,90.37213206,9.22499863,1370.029909
319.200,90.37191970,9.21353911,1371.295098
319.400,90.37170810,9.20208814,1372.560266
319.600,90.37149727,9.19064569,1373.825414
319.800,90.37128722,9.17921175,1375.090540
320.000,90.37107792,9.16778628,1376.355645
320.200,90.37086939,9.15636927,1377.620730
320.400,90.37066162,9.14496069,1378.885793
320.600,90.37045461,9.13356052,1380.150835
320.800,90.37024835,9.12216873,1381.415857
321.000,90.37004285,9.11078531,1382.680857
321.200,90.36983810,9.09941023,1383.945836
321.400,90.36963411,9.08804347,1385.210794
321.600,90.36943086,9.07668500,1386.475731
321.800,90.36922835,9.06533481,1387.740647
322.000,90.36902659,9.05399287,1389.005542
322.200,90.36882557,9.04265916,1390.270416
322.400,90.36862529,9.03133365,1391.535268
322.600,90.36842574,9.02001633,1392.800100
322.800,90.36822693,9.00870717,1394.064910
323.000,90.36802886,8.99740616,1395.329699
323.200,90.36783152,8.98611326,1396.594467
323.400,90.36763490,8.97482846,1397.859213
323.600,90.36743901,8.96355173,1399.123939
323.800,90.36724385,8.95228306,1400.388643
324.000,90.36704941,8.94102242,1401.653326
324.200,90.36685569,8.92976979,1402.917987
324.400,90.36666269,8.91852515,1404.182627
324.600,90.36647040,8.90728848,1405.447246
324.800,90.36627883,8.89605975,1406.711844
325.000,90.36608798,8.88483895,1407.976420
325.200,90.36589783,8.87362606,1409.240975
325.400,90.36570840,8.86242105,1410.505508
325.600,90.36551967,8.85122390,1411.770020
325.800,90.36533164,8.84003460,1413.034511
326.000,90.36514432,8.82885311,1414.298980
326.200,90.36495770,8.81767943,1415.563428
326.400,90.36477177,8.80651352,1416.827854
326.600,90.36458655,8.79535538,1418.092259
326.800,90.36440202,8.78420497,1419.356642
327.000,90.36421818,8.77306229,1420.621004
327.200,90.36403504,8.76192730,1421.885345
327.400,90.36385258,8.75079999,1423.149663
327.600,90.36367081,8.73968033,1424.413961
327.800,90.36348973,8.72856832,1425.678237
328.000,90.36330933,8.71746392,1426.942491
328.200,90.36312961,8.70636712,1428.206723
328.400,90.36295057,8.69527790,1429.470934
328.600,90.36277221,8.68419624,1430.735124
328.800,90.36259453,8.67312211,1431.999292
329.000,90.36241752,8.66205550,1433.263438
329.200,90.36224119,8.65099639,1434.527563
329.400,90.36206552,8.63994476,1435.791665
329.600,90.36189052,8.62890060,1437.055747
329.800,90.36171619,8.61786387,1438.319806
330.000,90.36154253,8.60683456,1439.583844
330.200,90.36136953,8.59581265,1440.847860
330.400,90.36119719,8.58479813,1442.111855
330.600,90.36102550,8.57379097,1443.375827
330.800,90.36085448,8.56279116,1444.639778
331.000,90.36068412,8.55179867,1445.903707
331.200,90.36051440,8.54081349,1447.167615
331.400,90.36034534,8.52983559,1448.431501
331.600,90.36017694,8.51886497,1449.695364
331.800,90.36000918,8.50790159,1450.959206
332.000,90.35984206,8.49694545,1452.223027
332.200,90.35967560,8.48599652,1453.486825
332.400,90.35950977,8.47505478,1454.750602
332.600,90.35934459,8.46412022,1456.014356
332.800,90.35918005,8.45319282,1457.278089
333.000,90.35901615,8.44227256,1458.541800
333.200,90.35885289,8.43135942,1459.805489
333.400,90.35869026,8.42045338,1461.069156
333.600,90.35852826,8.40955442,1462.332801
333.800,90.35836689,8.39866253,1463.596425
334.000,90.35820616,8.38777769,1464.860026
334.200,90.35804605,8.37689989,1466.123605
334.400,90.35788657,8.36602909,1467.387163
334.600,90.35772772,8.35516529,1468.650698
334.800,90.35756949,8.34430846,1469.914212
335.000,90.35741188,8.33345860,1471.177703
335.200,90.35725489,8.32261568,1472.441172
335.400,90.35709852,8.31177968,1473.704620
335.600,90.35694276,8.30095058,1474.968045
335.800,90.35678762,8.29012838,1476.231449
336.000,90.35663310,8.27931305,1477.494830
336.200,90.35647918,8.26850457,1478.758189
336.400,90.35632588,8.25770293,1480.021526
336.600,90.35617318,8.24690811,1481.284841
336.800,90.35602109,8.23612009,1482.548134
337.000,90.35586961,8.22533886,1483.811405
337.200,90.35571873,8.21456440,1485.074654
337.400,90.35556845,8.20379669,1486.337881
337.600,90.35541878,8.19303571,1487.601085
337.800,90.35526970,8.18228145,1488.864267
338.000,90.35512122,8.17153389,1490.127428
338.200,90.35497333,8.16079301,1491.390566
338.400,90.35482604,8.15005881,1492.653681
338.600,90.35467935,8.13933125,1493.916775
338.800,90.35453324,8.12861033,1495.179846
339.000,90.35438772,8.11789602,1496.442896
339.200,90.35424279,8.10718832,1497.705923
339.400,90.35409845,8.09648720,1498.968927
339.600,90.35395469,8.08579265,1500.231910
339.800,90.35381152,8.07510465,1501.494870
340.000,90.35366893,8.06442319,1502.757808
340.200,90.35352691,8.05374825,1504.020724
340.400,90.35338548,8.04307981,1505.283617
340.600,90.35324462,8.03241785,1506.546488
340.800,90.35310434,8.02176237,1507.809337
341.000,90.35296464,8.01111335,1509.072164
341.200,90.35282551,8.00047076,1510.334968
341.400,90.35268694,7.98983460,1511.597750
341.600,90.35254895,7.97920484,1512.860509
341.800,90.35241153,7.96858148,1514.123247
342.000,90.35227467,7.95796449,1515.385961
342.200,90.35213838,7.94735387,1516.648654
342.400,90.35200266,7.93674959,1517.911324
342.600,90.35186749,7.92615163,1519.173972
342.800,90.35173289,7.91556000,1520.436597
343.000,90.35159884,7.90497466,1521.699200
343.200,90.35146536,7.89439560,1522.961780
343.400,90.35133243,7.88382281,1524.224338
343.600,90.35120006,7.87325627,1525.486874
343.800,90.35106824,7.86269597,1526.749387
344.000,90.35093697,7.85214189,1528.011878
344.200,90.35080625,7.84159402,1529.274346
344.400,90.35067609,7.83105234,1530.536792
344.600,90.35054647,7.82051684,1531.799215
344.800,90.35041740,7.80998750,1533.061616
345.000,90.35028887,7.79946430,1534.323995
345.200,90.35016089,7.78894724,1535.586351
345.400,90.35003345,7.77843630,1536.848684
345.600,90.34990655,7.76793145,1538.110995
345.800,90.34978020,7.75743269,1539.373283
346.000,90.34965438,7.74694001,1540.635549
346.200,90.34952909,7.73645338,1541.897792
346.400,90.34940435,7.72597280,1543.160013
346.600,90.34928013,7.71549825,1544.422211
346.800,90.34915646,7.70502971,1545.684386
347.000,90.34903331,7.69456717,1546.946539
347.200,90.34891069,7.68411061,1548.208670
347.400,90.34878860,7.67366003,1549.470777
347.600,90.34866704,7.66321540,1550.732863
347.800,90.34854601,7.65277672,1551.994925
348.000,90.34842550,7.64234396,1553.256965
348.200,90.34830551,7.63191712,1554.518983
348.400,90.34818605,7.62149618,1555.780977
348.600,90.34806711,7.61108112,1557.042949
348.800,90.34794868,7.60067194,1558.304899
349.000,90.34783078,7.59026861,1559.566825
349.200,90.34771339,7.57987113,1560.828730
349.400,90.34759652,7.56947947,1562.090611
349.600,90.34748017,7.55909364,1563.352470
349.800,90.34736432,7.54871360,1564.614306
350.000,90.34724899,7.53833935,1565.876119
350.200,90.34713417,7.52797088,1567.137910
350.400,90.34701986,7.51760817,1568.399678
350.600,90.34690606,7.50725121,1569.661423
350.800,90.34679276,7.49689998,1570.923146
351.000,90.34667997,7.48655447,1572.184845
351.200,90.34656768,7.47621467,1573.446522
351.400,90.34645590,7.46588056,1574.708177
351.600,90.34634462,7.45555213,1575.969808
351.800,90.34623384,7.44522936,1577.231417
352.000,90.34612355,7.43491225,1578.493003
352.200,90.34601377,7.42460078,1579.754566
352.400,90.34590448,7.41429494,1581.016107
352.600,90.34579569,7.40399471,1582.277625
352.800,90.34568740,7.39370008,1583.539120
353.000,90.34557959,7.38341104,1584.800592
353.200,90.34547228,7.37312757,1586.062041
353.400,90.34536546,7.36284966,1587.323467
353.600,90.34525913,7.35257730,1588.584871
353.800,90.34515328,7.34231048,1589.846252
354.000,90.34504793,7.33204917,1591.107610
354.200,90.34494306,7.32179338,1592.368945
354.400,90.34483867,7.31154308,1593.630257
354.600,90.34473477,7.30129827,1594.891547
354.800,90.34463135,7.29105893,1596.152814
355.000,90.34452841,7.28082504,1597.414057
355.200,90.34442595,7.27059661,1598.675278
355.400,90.34432397,7.26037360,1599.936476
355.600,90.34422247,7.25015602,1601.197651
355.800,90.34412145,7.23994384,1602.458803
356.000,90.34402090,7.22973706,1603.719933
356.200,90.34392082,7.21953566,1604.981039
356.400,90.34382122,7.20933963,1606.242123
356.600,90.34372209,7.19914896,1607.503183
356.800,90.34362342,7.18896363,1608.764221
357.000,90.34352523,7.17878364,1610.025236
357.200,90.34342751,7.16860897,1611.286228
357.400,90.34333025,7.15843960,1612.547196
357.600,90.34323346,7.14827554,1613.808142
357.800,90.34313714,7.13811676,1615.069065
358.000,90.34304128,7.12796325,1616.329965
358.200,90.34294588,7.11781500,1617.590842
358.400,90.34285094,7.10767200,1618.851697
358.600,90.34275647,7.09753423,1620.112528
358.800,90.34266245,7.08740169,1621.373336
359.000,90.34256889,7.07727437,1622.634121
359.200,90.34247579,7.06715224,1623.894883
359.400,90.34238315,7.05703530,1625.155622
359.600,90.34229096,7.04692354,1626.416338
359.800,90.34219922,7.03681694,1627.677032
360.000,90.34210794,7.02671550,1628.937702
360.200,90.34201711,7.01661919,1630.198349
360.400,90.34192672,7.00652802,1631.458973
360.600,90.34183679,6.99644197,1632.719574
360.800,90.34174731,6.98636102,1633.980152
361.000,90.34165827,6.97628517,1635.240707
361.200,90.34156968,6.96621440,1636.501239
361.400,90.34148154,6.95614870,1637.761748
361.600,90.34139384,6.94608806,1639.022234
361.800,90.34130658,6.93603248,1640.282697
362.000,90.34121977,6.92598193,1641.543136
362.200,90.34113339,6.91593640,1642.803553
362.400,90.34104746,6.90589590,1644.063947
362.600,90.34096196,6.89586039,1645.324317
362.800,90.34087690,6.88582988,1646.584664
363.000,90.34079228,6.87580435,1647.844989
363.200,90.34070810,6.86578379,1649.105290
363.400,90.34062435,6.85576819,1650.365568
363.600,90.34054103,6.84575753,1651.625823
363.800,90.34045815,6.83575182,1652.886055
364.000,90.34037570,6.82575103,1654.146264
364.200,90.34029367,6.81575515,1655.406450
364.400,90.34021208,6.80576418,1656.666612
364.600,90.34013092,6.79577810,1657.926751
364.800,90.34005018,6.78579690,1659.186868
365.000,90.33996987,6.77582058,1660.446961
365.200,90.33988999,6.76584911,1661.707031
365.400,90.33981053,6.75588250,1662.967078
365.600,90.33973150,6.74592072,1664.227101
365.800,90.33965288,6.73596377,1665.487102
366.000,90.33957469,6.72601164,1666.747079
366.200,90.33949692,6.71606431,1668.007034
366.400,90.33941957,6.70612178,1669.266965
366.600,90.33934264,6.69618404,1670.526873
366.800,90.33926612,6.68625107,1671.786757
367.000,90.33919002,6.67632286,1673.046619
367.200,90.33911434,6.66639941,1674.306457
367.400,90.33903907,6.65648070,1675.566272
367.600,90.33896422,6.64656673,1676.826064
367.800,90.33888978,6.63665748,1678.085833
368.000,90.33881575,6.62675293,1679.345578
368.200,90.33874213,6.61685310,1680.605301
368.400,90.33866892,6.60695795,1681.865000
368.600,90.33859612,6.59706748,1683.124676
368.800,90.33852373,6.58718168,1684.384329
369.000,90.33845174,6.57730055,1685.643958
369.200,90.33838016,6.56742406,1686.903564
369.400,90.33830899,6.55755222,1688.163147
369.600,90.33823822,6.54768500,1689.422707
369.800,90.33816786,6.53782241,1690.682244
370.000,90.33809789,6.52796442,1691.941757
370.200,90.33802833,6.51811103,1693.201247
370.400,90.33795917,6.50826224,1694.460714
370.600,90.33789041,6.49841802,1695.720157
370.800,90.33782204,6.48857838,1696.979577
371.000,90.33775408,6.47874329,1698.238974
371.200,90.33768651,6.46891275,1699.498348
371.400,90.33761934,6.45908676,1700.757699
371.600,90.33755256,6.44926529,1702.017026
371.800,90.33748617,6.43944834,1703.276330
372.000,90.33742018,6.42963591,1704.535610
372.200,90.33735458,6.41982798,1705.794868
372.400,90.33728938,6.41002453,1707.054102
372.600,90.33722456,6.40022557,1708.313313
372.800,90.33716013,6.39043108,1709.572500
373.000,90.33709610,6.38064106,1710.831664
373.200,90.33703244,6.37085548,1712.090805
373.400,90.33696918,6.36107435,1713.349923
373.600,90.33690630,6.35129765,1714.609017
373.800,90.33684381,6.34152538,1715.868088
374.000,90.33678170,6.33175752,1717.127136
374.200,90.33671998,6.32199406,1718.386160
374.400,90.33665864,6.31223500,1719.645161
374.600,90.33659768,6.30248033,1720.904139
374.800,90.33653710,6.29273004,1722.163093
375.000,90.33647690,6.28298411,1723.422024
375.200,90.33641708,6.27324254,1724.680932
375.400,90.33635763,6.26350531,1725.939816
375.600,90.33629857,6.25377243,1727.198677
375.800,90.33623988,6.24404388,1728.457515
376.000,90.33618157,6.23431965,1729.716329
376.200,90.33612363,6.22459973,1730.975120
376.400,90.33606606,6.21488411,1732.233888
376.600,90.33600887,6.20517279,1733.492632
376.800,90.33595206,6.19546575,1734.751353
377.000,90.33589561,6.18576299,1736.010051
377.200,90.33583953,6.17606449,1737.268725
377.400,90.33578382,6.16637025,1738.527376
377.600,90.33572849,6.15668026,1739.786003
377.800,90.33567352,6.14699451,1741.044607
378.000,90.33561891,6.13731299,1742.303188
378.200,90.33556468,6.12763569,1743.561745
378.400,90.33551081,6.11796260,1744.820279
378.600,90.33545730,6.10829372,1746.078790
378.800,90.33540416,6.09862903,1747.337277
379.000,90.33535138,6.08896853,1748.595741
379.200,90.33529897,6.07931220,1749.854181
379.400,90.33524691,6.06966004,1751.112598
379.600,90.33519522,6.06001204,1752.370992
379.800,90.33514388,6.05036820,1753.629362
380.000,90.33509291,6.04072849,1754.887709
380.200,90.33504229,6.03109292,1756.146032
380.400,90.33499203,6.02146148,1757.404332
380.600,90.33494213,6.01183415,1758.662609
380.800,90.33489259,6.00221092,1759.920862
381.000,90.33484339,5.99259180,1761.179092
381.200,90.33479456,5.98297677,1762.437298
381.400,90.33474608,5.97336582,1763.695481
381.600,90.33469795,5.96375894,1764.953641
381.800,90.33465017,5.95415613,1766.211777
382.000,90.33460274,5.94455737,1767.469890
382.200,90.33455566,5.93496266,1768.727979
382.400,90.33450894,5.92537200,1769.986045
382.600,90.33446256,5.91578536,1771.244087
382.800,90.33441653,5.90620275,1772.502106
383.000,90.33437085,5.89662415,1773.760102
383.200,90.33432551,5.88704956,1775.018074
383.400,90.33428052,5.87747897,1776.276022
383.600,90.33423588,5.86791236,1777.533948
383.800,90.33419158,5.85834974,1778.791849
384.000,90.33414762,5.84879109,1780.049728
384.200,90.33410401,5.83923641,1781.307583
384.400,90.33406074,5.82968568,1782.565414
384.600,90.33401781,5.82013890,1783.823222
384.800,90.33397522,5.81059607,1785.081007
385.000,90.33393297,5.80105716,1786.338768
385.200,90.33389106,5.79152218,1787.596505
385.400,90.33384949,5.78199112,1788.854219
385.600,90.33380825,5.77246397,1790.111910
385.800,90.33376735,5.76294072,1791.369577
386.000,90.33372679,5.75342135,1792.627221
386.200,90.33368656,5.74390588,1793.884841
386.400,90.33364667,5.73439428,1795.142438
386.600,90.33360712,5.72488655,1796.400012
386.800,90.33356789,5.71538268,1797.657561
387.000,90.33352900,5.70588266,1798.915088
387.200,90.33349044,5.69638649,1800.172591
387.400,90.33345221,5.68689416,1801.430070
387.600,90.33341431,5.67740565,1802.687526
387.800,90.33337674,5.66792097,1803.944959
388.000,90.33333950,5.65844010,1805.202368
388.200,90.33330259,5.64896304,1806.459753
388.400,90.33326601,5.63948977,1807.717115
388.600,90.33322975,5.63002030,1808.974454
388.800,90.33319382,5.62055461,1810.231769
389.000,90.33315821,5.61109270,1811.489060
389.200,90.33312293,5.60163455,1812.746328
389.400,90.33308797,5.59218017,1814.003573
389.600,90.33305334,5.58272953,1815.260794
389.800,90.33301903,5.57328264,1816.517992
390.000,90.33298504,5.56383949,1817.775166
390.200,90.33295137,5.55440007,1819.032316
390.400,90.33291802,5.54496437,1820.289444
390.600,90.33288500,5.53553239,1821.546547
390.800,90.33285229,5.52610412,1822.803627
