"Time (EpSec)","Azimuth (deg)","Elevation (deg)","Range (km)"
517.800,90.35632905,0.06614096,2616.333490
518.000,90.35641383,0.05813032,2617.575853
518.200,90.35649871,0.05012099,2618.818193
518.400,90.35658369,0.04211299,2620.060512
518.600,90.35666878,0.03410630,2621.302808
518.800,90.35675396,0.02610092,2622.545082
519.000,90.35683925,0.01809685,2623.787333
519.200,90.35692464,0.01009410,2625.029562
519.400,90.35701014,0.00209265,2626.271769
519.600,90.35709573,-0.00590749,2627.513954
519.800,90.35718143,-0.01390632,2628.756116
520.000,90.35726723,-0.02190385,2629.998256
520.200,90.35735313,-0.02990008,2631.240374
520.400,90.35743913,-0.03789500,2632.482469
520.600,90.35752524,-0.04588863,2633.724542
520.800,90.35761144,-0.05388097,2634.966593
521.000,90.35769775,-0.06187200,2636.208621
521.200,90.35778415,-0.06986175,2637.450628
521.400,90.35787066,-0.07785020,2638.692612
521.600,90.35795727,-0.08583736,2639.934573
521.800,90.35804397,-0.09382324,2641.176513
522.000,90.35813078,-0.10180782,2642.418430
522.200,90.35821769,-0.10979113,2643.660325
522.400,90.35830469,-0.11777315,2644.902198
522.600,90.35839180,-0.12575388,2646.144048
522.800,90.35847901,-0.13373334,2647.385876
523.000,90.35856631,-0.14171152,2648.627682
523.200,90.35865372,-0.14968842,2649.869466
523.400,90.35874122,-0.15766405,2651.111227
523.600,90.35882882,-0.16563840,2652.352967
523.800,90.35891653,-0.17361148,2653.594684
523.849,90.35893797,-0.17555995,2653.898162

